rating,review_length_text,review_length_title,polarity_text,polarity_title,subjectivity_text,subjectivity_title,lemmatized_text,lemmatized_title,day_of_week,month,year,vader_sentiment,vader_label,bert_label,bert_score
5,54,8,-0.0888888888888888,0.0,0.5222222222222223,0.0,"['stick', 'stick', 'status', 'lounge', 'plus', 'check', 'bag', 'free', 'board', 'less', 'expensive', 'booking', 'within']","['maintain', 'air', 'france', 'gold', 'status', 'benefit']",Friday,2,2020,0.5106,positive,NEGATIVE,0.9946194887161255
2,406,16,0.0853181818181818,0.4166666666666667,0.5037550505050505,0.4166666666666667,"['communication', 'member', 'person', 'rep', 'desk', 'waiting', 'agent', 'waiting', 'board', 'agent', 'attempt', 'agent', 'supervisor', 'mistake', 'name', 'thought', 'search', 'arrive', 'transfer', 'schedule', 'notice', 'board', 'email', 'schedule', 'arrive', 'board', 'long', 'arrive', 'board', 'announcement', 'end', 'long', 'across', 'original', 'suppose', 'announcement', 'begin', 'board', 'soon', 'first', 'announcement', 'going', 'board', 'board', 'load', 'bus', 'across', 'enter', 'fully', 'load', 'announcement', 'delayed', 'lack', 'everyone', 'handle']","['air', 'france', 'airport', 'staff', 'helpful', 'need', 'well', 'consistent', 'communicationinformation', 'share', 'passen']",Thursday,2,2020,-0.552,negative,NEGATIVE,0.9968478083610535
2,76,5,-0.125,0.0,0.2916666666666667,0.0,"['accommodation', 'arrangement', 'side', 'accommodation', 'sit', 'middle', 'morning', 'arrive', 'sleep', 'save', 'money', 'booking']","['pay', 'business', 'class']",Thursday,2,2020,0.4939,positive,NEGATIVE,0.976628839969635
3,177,6,0.3009852216748769,0.0,0.5901477832512315,0.0,"['single', 'cheap', 'cheap', 'past', 'cheap', 'young', 'people', 'cost', 'people', 'city', 'world', 'world', 'city', 'world', 'meal', 'please', 'real', 'champagne', 'cheap', 'wine', 'champagne', 'french', 'fix']","['happen', 'airline', 'company']",Wednesday,2,2020,0.6908,positive,NEGATIVE,0.9985517859458923
2,23,13,-0.2733333333333334,-0.5,0.4266666666666667,0.5,"['arrogant', 'staff', 'waiting', 'phone', 'hang']","['probably', 'bad', 'airline', 'term', 'customer', 'service', 'french']",Wednesday,2,2020,-0.4939,negative,NEGATIVE,0.9987438321113586
3,299,9,0.1068290043290043,-0.1785714285714285,0.461017316017316,0.2857142857142857,"['transfer', 'food', 'pilot', 'advise', 's', 'pack', 'operate', 'long', 'distance', 'pack', 'stewardess', 'dinner', 'food', 'tray', 'table', 'stand', 'tray', 'table', 'aisle', 'toilet', 'right', 'side', 'stewardess', 'toilet', 'round', 'aisle', 'area', 'second', 'eventually', 'thank', 'please', 'standard']","['seat', 'room', 'ridiculously', 'tight', 'transatlantic', 'flight']",Wednesday,2,2020,0.5859,positive,NEGATIVE,0.7694572806358337
1,180,7,0.0035714285714285,-0.4,0.4748015873015873,0.6,"['first', 'bag', 'hrs', 'file', 'end', 'idea', 're', 'long', 'bag', 'able', 'plan', 'bag', 'everyone', 's', 'cause', 'delayed', 'hear', 'similar', 'story', 'friend', 'save', 'trouble', 'unless', 'bag']","['embarrassingly', 'poor', 'customer', 'service', 'baggage', 'handle']",Wednesday,2,2020,0.4215,positive,NEGATIVE,0.9928142428398132
1,27,2,0.2965494791666667,0.0,0.2833333333333333,0.0,"['less', 'suitcase', 'answer']",['nul'],Wednesday,2,2020,0.0,neutral,NEGATIVE,0.9989030361175537
2,114,5,0.1958333333333333,0.0,0.325,0.0,"['second', 'canceled', 'suppose', 'arrive', 'arrive', 'original', 'waiting', 'arrive', 'away', 'second', 'carrier']","['change', 'flight', 'time']",Wednesday,2,2020,0.3182,positive,NEGATIVE,0.9983392953872681
3,68,4,0.1567857142857142,0.2857142857142857,0.5684523809523809,0.5357142857142857,"['land', 'board', 'right', 'place', 'narrow', 'continue', 'sandwich', 'drink']","['cdgosl', 'right', 'service']",Wednesday,2,2020,0.0,neutral,NEGATIVE,0.8791755437850952
2,74,2,-0.1875,-0.075,0.6333333333333333,0.8,"['long', 'haul', 'drink', 'ice', 'land', 'child', 'lunch', 'landing', 'card', 'announcement', 'captain', 'klm']","['pretty', 'poor']",Tuesday,2,2020,0.0,neutral,NEGATIVE,0.8211590647697449
4,21,2,0.395,0.4,0.72,0.9,"['free', 'snack', 'drink', 'staff']","['fantastic', 'airline']",Monday,2,2020,0.5106,positive,POSITIVE,0.5246067643165588
1,44,3,-0.0769230769230769,0.0,0.2692307692307692,0.0,"['always', 'luggage', 'arrogant', 'staff', 'ground', 'movie', 'movie', 'addition', 'delayed']","['problem', 'problem']",Monday,2,2020,-0.6249,negative,NEGATIVE,0.998903751373291
2,215,12,-0.08765625,0.0,0.5019791666666666,0.75,"['staff', 'joke', 'people', 'truly', 'bottle', 'water', 'amount', 'cup', 'offering', 'cost', 'food', 'food', 'piece', 'staff', 'stand', 'front', 'throw', 'bag', 'lunch', 'top', 'rate', 'prepare', 'food', 'something', 'section', 'hope', 'save', 'money', 'care']","['air', 'france', 'total', 'joke', 'come', 'inflight', 'service']",Monday,2,2020,0.9349,positive,NEGATIVE,0.8008859753608704
3,27,3,-0.3428571428571428,0.0,0.7619047619047619,0.0,"['tight', 'tall', 'person', 'sit', 'rate']","['flight', 'paris']",Monday,2,2020,0.0,neutral,POSITIVE,0.9816209673881531
3,98,2,0.2755555555555555,0.1666666666666666,0.7255555555555556,0.6666666666666666,"['arrive', 'clean', 'food', 'snack', 'cheese', 'sandwich', 'bread', 'anything', 'else', 'young', 'child', 'food']","['decent', 'flight']",Monday,2,2020,0.4019,positive,POSITIVE,0.8673468232154846
1,90,3,0.0564285714285714,0.0,0.5142857142857143,0.0,"['food', 'care', 'booking', 'free', 'meal', 'husband', 'food', 'deny', 'booking', 'snack', 'throw', 'hear', 'anything', 'meal', 'traveller']","['do', 'not', 'care']",Monday,2,2020,0.6249,positive,NEGATIVE,0.9434808492660522
5,65,3,0.7214285714285714,0.7,0.5176190476190475,0.6000000000000001,"['first', 'food', 'smile', 'always', 'movie', 'music', 'arrive']","['good', 'flight']",Monday,2,2020,0.3612,positive,POSITIVE,0.9994304776191711
3,86,6,0.2904761904761905,0.45,0.5496031746031745,0.65,"['configuration', 'fully', 'sleep', 'food', 'reasonable', 'airways', 'member', 'member', 'beyond', 'alternative', 'carrier', 'future']","['comfortable', 'experience']",Thursday,1,2020,0.0,neutral,NEGATIVE,0.9274297952651978
2,368,7,-0.1407258064516128,0.7,0.6329301075268818,0.6000000000000001,"['world', 'food', 'dinner', 'dish', 'inedible', 'cup', 'water', 'breakfast', 'cheese', 'tea', 'cold', 'water', 'bread', 'roll', 'movie', 'recent', 'movie', 'various', 'language', 'game', 'always', 'world', 'decent', 'sorry', 'front', 'person', 'side', 'people', 'front', 'insist', 'chair', 'far', 'impossible', 'watch', 'movie', 'movie', 'chair', 'front', 'woman', 'front', 'forward', 'watch', 'movie', 'woman', 'side', 'position', 'sleep', 'might', 'blanket', 'fight', 'arrive', 'smooth']","['good', 'onboard', 'entertainment', 'good', 'punctuality', 'nothing', 'else']",Wednesday,1,2020,-0.4404,negative,NEGATIVE,0.9683328866958618
1,62,5,-0.3079365079365079,-0.125,0.6589569160997731,1.0,"['policy', 'credit', 'compensation', 'directly', 'basically', 'credit', 'compensation', 'city', 'cost', 'simply']","['extremely', 'nonflexible', 'flight', 'change', 'policy']",Tuesday,1,2020,0.6369,positive,NEGATIVE,0.7594171762466431
4,83,3,0.4260185185185186,0.0,0.6222222222222222,0.0,"['s', 'usb', 'per', 'date', 'various', 'snack', 'appreciate', 'transfer']","['longhaul', 'india']",Tuesday,1,2020,0.4019,positive,POSITIVE,0.998502254486084
2,111,4,-0.1018108974358974,-0.35,0.4076923076923077,0.6000000000000001,"['delayed', 'leg', 'accommodation', 'husband', 'extra', 'leg', 'accommodation', 'none', 'empty', 'bus', 'stick', 'bathroom', 'least', 'min', 'staff', 'member', 'busy', 'talk', 'toilet', 'food', 'coffee', 'twice', 'offering', 'drink', 'transfer', 'delayed', 's', 'long', 'haul']","['good', 'experience']",Tuesday,1,2020,-0.2978,negative,NEGATIVE,0.997557520866394
2,111,15,-0.0330555555555555,0.5,0.6872222222222223,0.95,"['eye', 'treat', 'cause', 'confirm', 'member', 'eye', 'per', 'due', 'guess', 'talk']","['airbus', 'johannesburg', 'crew', 'allow', 'fly', 'plane', 'twice', 'week']",Tuesday,1,2020,0.4019,positive,POSITIVE,0.900985062122345
2,118,5,0.0041666666666666,0.0,0.5,0.0,"['wife', 'accommodation', 'trouble', 'therefore', 'check', 'transfer', 'operate', 'wrong', 'arrive', 'morning', 'canceled', 'okay', 'ever', 'food']","['abandon', 'charles', 'gaulle']",Monday,1,2020,-0.5994,negative,NEGATIVE,0.997281551361084
5,85,4,0.2402777777777777,0.0999999999999999,0.5444444444444444,0.8,"['booking', 'check', 'person', 'deliver', 'boarding', 'watch', 'video', 'document', 'half', 'concern', 'apart']","['good', 'service', 'complicated', 'checkin']",Monday,1,2020,0.0,neutral,NEGATIVE,0.9810572862625122
5,181,8,0.4304303539597656,0.625,0.6520180799592564,0.6666666666666666,"['decide', 'arrive', 'booking', 'ahead', 'dog', 'confirm', 'pet', 'check', 'boarding', 'check', 'pet', 'paper', 'bag', 'check', 'attendant', 'first', 'place', 'pet', 'paper', 'check', 'cost', 'check', 'boarding', 'wish', 'clean', 'baggage', 'hop', 'transfer', 'future']","['excellent', 'service', 'first', 'air', 'france', 'flight']",Saturday,1,2020,0.6597,positive,NEGATIVE,0.9528623223304749
5,123,8,0.4645833333333333,0.8666666666666667,0.7250000000000001,0.9833333333333334,"['lady', 'pilot', 'notice', 'land', 'app', 'check', 'self', 'check', 'free', 'coffee', 'croissant', 'cost', 'tea', 'coffee', 'free', 'luggage', 'cost', 'luggage']","['pleasant', 'flight', 'awesome', 'customer', 'service']",Friday,1,2020,0.765,positive,NEGATIVE,0.9550168514251709
5,111,3,-0.0708333333333333,1.0,0.2958333333333333,1.0,"['luggage', 'behind', 'due', 'transfer', 'personnel', 'name', 'note', 'direct', 'desk', 'delayed', 'luggage', 'complete', 'form', 'delivery', 'address', 'confirmation', 'luggage', 'luggage', 'arrive', 'luggage', 'deliver', 'home', 'address', 'job']","['excellent', 'customer', 'service']",Thursday,1,2020,-0.2263,negative,NEGATIVE,0.9457308650016785
3,25,2,-0.137,-0.6,0.6,1.0,"['cold', 'cold', 'french']","['cold', 'flight']",Thursday,1,2020,0.0,neutral,NEGATIVE,0.9996887445449829
4,34,6,0.4761904761904763,0.25,0.5333333333333334,0.3333333333333333,"['clean', 'okay', 'first']","['first', 'ever', 'trip', 'air', 'frane']",Wednesday,1,2020,0.5574,positive,POSITIVE,0.9959509372711182
3,20,4,0.3233333333333333,-0.7,0.62,0.9,"['food', 'wine']","['upgrade', 'process', 'painful']",Wednesday,1,2020,0.0,neutral,POSITIVE,0.9963879585266113
1,399,6,-0.0427083333333333,0.0,0.5263888888888889,0.0,"['ever', 'first', 'open', 'various', 'open', 'future', 'handle', 'baggage', 'nobody', 'responsibility', 'bag', 'agent', 'responsibility', 'baggage', 'file', 'bag', 'surprise', 'bag', 'luggage', 'assure', 'forward', 'message', 'bag', 'bag', 'arrive', 'check', 'response', 'bag', 'check', 'bag', 'open', 'office', 'check', 'bag', 'tag', 'switch', 's', 've', 'bag', 'update', 'bag', 'update', 'bag', 's', 'impossible', 'responsibility', 'agent', 'nobody', 'anything', 'nobody', 'check', 'anything']","['lose', 'baggage', 'nobody', 'take', 'responsibility']",Wednesday,1,2020,0.5423,positive,NEGATIVE,0.9937105178833008
3,353,9,0.07125,-1.0,0.6347222222222222,1.0,"['booking', 'first', 'place', 'bus', 'queue', 'check', 'queue', 'people', 'stand', 'bus', 'door', 'traffic', 'booking', 'queue', 'check', 'check', 'check', 'chaotic', 'especially', 'movie', 'long', 'luggage', 'luggage', 'queue', 'long', 'traffic', 'please', 'note', 'write', 'regard', 'basically', 'miss', 'transfer', 'booking', 'booking', 'taxi', 'miss', 'transfer', 'compensation', 'compensation', 'desk', 'people', 'compensation', 'check', 'supervisor', 'compensation', 'check']","['horrible', 'hassle', 'change', 'airport', 'cdgory', 'connection', 'flight']",Wednesday,1,2020,-0.4767,negative,NEGATIVE,0.9758561849594116
1,577,2,0.014995970341715,0.0,0.4015860735009671,0.1,"['last', 'file', 'blue', 'report', 'huge', 'lack', 'file', 'via', 'check', 'operator', 'force', 'baggage', 'without', 'booking', 'bag', 'bag', 'piece', 'luggage', 'bag', 'baggage', 'piece', 'luggage', 'piece', 'luggage', 'entire', 'operator', 'force', 'transfer', 'suitcase', 'piece', 'luggage', 'therefore', 'suitcase', 'weight', 'standard', 'suitcase', 'lack', 'alone', 'therefore', 'queue', 'behind', 'operator', 'refuse', 'side', 'side', 'different', 'solution', 'movie', 'obviously', 'lack', 'smile', 'attempt', 'arrangement', 'traveler', 'cost', 'continue', 'luggage', 'luggage', 'open', 'file', 'treatment', 'insist', 'person', 'klm', 'phone', 'number', 'operator', 'answer', 'phone', 'email', 'email', 'response', 'person', 'therefore', 'file', 'therefore', 'listen', 'mile', 'credit', 'excuse', 'lack', 'check', 'therefore', 'compensation', 'amount', 'credit', 'card', 'payment', 'french', 'live', 'job', 'regard', 'charle']","['big', 'disapointment']",Wednesday,1,2020,0.128,positive,NEGATIVE,0.9985365867614746
1,159,1,-0.1944852941176471,0.0,0.6231372549019608,0.0,"['first', 'run', 'catch', 'people', 'miss', 'hear', 'staff', 'food', 'arrive', 'baggage', 'behind', 'staff', 'compensate', 'anything', 'baggage', 'land', 'empty', 'piece', 'touch', 'answer', 'ever', 'treatment', 'expensive']",['mrs'],Tuesday,1,2020,-0.34,negative,NEGATIVE,0.9966825842857361
4,17,5,0.52375,0.3,0.7625,0.55,"['check', 'counter']","['nice', 'experience', 'cloud']",Tuesday,1,2020,0.0,neutral,NEGATIVE,0.8615739345550537
1,372,6,0.0191745036572622,-0.7,0.5250261233019853,0.95,"['deny', 'demand', 'cost', 'booking', 'home', 'begin', 'check', 'agent', 'cost', 'euro', 'bag', 'cost', 'bag', 'weight', 'cost', 'cost', 'cost', 'name', 'immediately', 'name', 'tag', 'refuse', 'name', 'refuse', 'boarding', 'demand', 'boarding', 'wish', 'counter', 'proceed', 'check', 'board', 'board', 'agent', 'deny', 'boarding', 'check', 'agent', 'learn', 'immediately', 'booking', 'euro', 'booking', 'refuse', 'booking', 'agent', 'suppose', 'home', 'figure', 'end', 'booking', 'home', 'cost', 'euro', 'truly', 'employee']","['terrible', 'frustrating', 'traumatic', 'travek', 'experience']",Monday,1,2020,-0.7003,negative,NEGATIVE,0.9929876923561096
4,21,4,0.3,0.0,0.55,0.0,[],"['portland', 'delhi', 'trip']",Sunday,1,2020,0.0,neutral,POSITIVE,0.9138100147247314
5,81,4,0.1777935606060606,0.0,0.5867424242424243,0.0,"['super', 'leg', 'accommodation', 'sandwich', 'wine', 'free', 'imagine', 'round', 'check', 'smooth', 'cost', 'different', 'budget', 'top', 'crowd']",[],Sunday,1,2020,0.8402,positive,NEGATIVE,0.568500816822052
2,89,5,0.3151136363636364,0.7,0.4095454545454545,0.6000000000000001,"['first', 'adequate', 'wifi', 'able', 'access', 'multiple', 'meal', 'meal', 'main', 'course', 'ice', 'cream', 'baggage', 'baggage']","['good', 'flight', 'delay', 'baggage']",Saturday,1,2020,0.2263,positive,NEGATIVE,0.9611291289329529
1,289,13,0.0477564102564102,-0.5,0.4316849816849817,0.5,"['life', 'delayed', 'representative', 'accommodation', 'lie', 'rest', 'lounge', 'lie', 'emergency', 'accommodation', 'personnel', 'lie', 'credit', 'food', 'thought', 'fact', 'simply', 'lack', 'concern', 'french', 'anything', 'partner', 'klm', 'unless', 'surprised', 'negative', 'french', 'onboard', 'surprised', 'french', 'attendant', 'guy', 'lie', 'floor', 'turbulence', 'sleep', 'floor', 'french', 'deny', 'french', 'guy']","['lack', 'consideration', 'air', 'france', 'cancer', 'patient', 'blatant', 'discrimination']",Saturday,1,2020,-0.7579,negative,NEGATIVE,0.9959121942520142
2,741,14,-0.0033465608465608,0.625,0.380352733686067,0.5,"['have', 'number', 'leg', 'mile', 'mile', 'have', 'carrier', 'booking', 'prefer', 'truly', 'leg', 'either', 'stick', 'long', 'wifi', 'tired', 'attendant', 'wifi', 'seriously', 'question', 'recent', 'transatlantic', 'going', 'check', 'safety', 'wifi', 'cause', 'catch', 'english', 'repeat', 'french', 'catch', 'wifi', 'wifi', 'access', 'via', 'onboard', 'catch', 'anything', 'wifi', 'long', 'wifi', 'first', 'people', 's', 'wifi', 'along', 'couple', 'email', 'fact', 'online', 'land', 'anything', 'wifi', 'usb', 'juice', 'extra', 'cost', 'run', 'anything', 'without', 'wifi', 'movie', 'unless', 'booking', 'movie', 'watch', 'movie', 'expectation', 'movie', 'last', 'hope', 'meal', 'compensate', 'lack', 'wifi', 'movie', 'french', 'food', 'french', 'often', 'first', 'landing', 'snack', 'sandwich', 'bread', 'wine', 'taste', 'red', 'unless', 'force', 'carrier', 'booking', 'first']","['cmon', 'lot', 'well', 'wifi', 'substandard', 'food', 'crappy', 'service']",Saturday,1,2020,0.4588,positive,NEGATIVE,0.9897831082344055
4,69,4,0.2622727272727272,0.0,0.38,0.125,"['sign', 'wear', 'movie', 'date', 'movie', 'food', 'champagne', 'usual', 'attendant', 'lounge', 'hang', 'food', 'drink']","['basic', 'economy']",Saturday,1,2020,0.296,positive,NEGATIVE,0.6770803332328796
3,32,3,0.2686666666666666,-0.1333333333333333,0.3693333333333334,0.2333333333333333,"['less', 'along', 'food', 'land']","['less', 'expect']",Saturday,1,2020,0.0,neutral,NEGATIVE,0.9984585046768188
1,61,22,-0.59375,-0.375,0.5166666666666666,0.2,"['force', 'check', 'suitcase', 'damage', 'luggage', 'stand', 'report', 'unless', 'luggage', 'damage', 'last']","['force', 'check', 'suitcase', 'arrive', 'damaged', 'want', 'know', 'anything', 'still', 'use']",Saturday,1,2020,-0.7506,negative,NEGATIVE,0.9970065951347351
1,131,3,-0.1213888888888889,-0.5859375,0.4094444444444445,0.6,"['luggage', 'people', 'staff', 'staff', 'stand', 'front', 'queue', 'check', 'desk', 'car', 'lady', 'decide', 'desk', 'notice', 'people', 'end', 'queue', 'staff', 'side', 'baby', 'check', 'other']","['rude', 'ground', 'staff']",Friday,1,2020,0.0,neutral,NEGATIVE,0.9624524116516113
1,241,6,-0.0013391053391053,0.0,0.4190230880230881,0.0,"['transfer', 'via', 'steward', 'except', 'either', 'french', 'speak', 'woman', 'front', 'wine', 'immediately', 'able', 'water', 'attention', 'sign', 'round', 'water', 'drink', 'addition', 'food', 'round', 'round', 'ice', 'cream', 'run', 'smile', 'communication', 'steward', 'anything', 'self', 'approach', 'water', 'tired', 'movie', 'top', 'luggage', 'stuff', 'suitcase', 'item', 'arrive', 'compensation', 'website', 'receipt']","['rubbish', 'service', 'leave', 'bag']",Friday,1,2020,0.1027,positive,NEGATIVE,0.9808408617973328
1,168,8,-0.0759788359788359,-1.0,0.5402645502645502,1.0,"['ground', 'supervisor', 'name', 'personal', 'family', 'attendant', 'eye', 'attendant', 'later', 'ground', 'number', 'ever', 'ground', 'attitude', 'miss', 'ever', 'ground', 'thank', 'country']","['horrible', 'nasty', 'vicious', 'ground', 'crew', 'casablanca', 'morocco']",Friday,1,2020,0.296,positive,POSITIVE,0.9829903841018677
5,38,4,0.6357142857142858,0.8,0.5357142857142857,0.75,"['always', 'staff', 'professional', 'food', 'wine', 'long']","['great', 'flight', 'always']",Friday,1,2020,0.0,neutral,POSITIVE,0.9421414732933044
1,266,6,0.015625,0.0,0.6475694444444445,0.0,"['booking', 'outbound', 'state', 'arrive', 'per', 'staff', 'canceled', 'unless', 'cost', 'canceled', 'numerous', 'prior', 'check', 'online', 'response', 'staff', 'handle', 'amount', 'money', 'cause', 'amount', 'personal', 'cost', 'matter', 'treat', 'staff', 'phone', 'canceled', 'outbound', 'leg', 'accommodation', 'hot', 'food']","['woeful', 'customer', 'experience', 'air', 'france']",Thursday,1,2020,0.4215,positive,NEGATIVE,0.9961026906967163
2,36,4,-0.4416666666666666,0.375,0.7222222222222222,0.5,"['staff', 'I', 've', 'staff']","['friendly', 'airline']",Thursday,1,2020,0.0,neutral,NEGATIVE,0.5482025742530823
5,104,4,0.1854166666666667,0.3181818181818182,0.4229166666666668,0.7272727272727273,"['accommodation', 'original', 'delayed', 'thus', 'able', 'accommodate', 'nonstop', 'far', 'accommodate', 'beyond', 'onboard', 'staff', 'booking', 'european']","['new', 'favorite', 'airline']",Thursday,1,2020,0.1027,positive,NEGATIVE,0.818812370300293
1,28,2,-0.1033653846153846,0.0,0.3923076923076923,0.0,"['staff', 'anything', 'long', 'food', 'snack']","['air', 'france']",Thursday,1,2020,0.0,neutral,NEGATIVE,0.7649219632148743
2,88,6,-0.1398148148148148,-0.1229166666666667,0.5509259259259259,0.6229166666666667,"['rebooke', 'due', 'onto', 'rest', 'stewardess', 'speak', 'neither', 'english', 'french', 'end', 'food', 'attendant', 'arrogant', 'top', 'sorry']","['good', 'hard', 'product', 'terrible', 'soft', 'product']",Thursday,1,2020,-0.4019,negative,NEGATIVE,0.9995094537734985
1,116,1,0.5348214285714286,0.0,0.5964285714285715,0.0,"['spacious', 'stop', 'none', 'state', 'site', 'klm', 'long', 'cramp', 'fair', 'staff', 'cramp', 'booking']",['dissapointe'],Wednesday,1,2020,-0.3612,negative,NEGATIVE,0.8466293215751648
5,52,4,0.4383333333333334,0.8,0.63,0.75,"['long', 'I', 've', 'ever', 'movie', 'staff', 'board', 'professional']","['great', 'service', 'flight']",Wednesday,1,2020,0.0,neutral,NEGATIVE,0.8626039624214172
5,79,13,0.2958333333333333,0.6833333333333332,0.3666666666666667,0.6944444444444445,"['european', 'configuration', 'inch', 'touch', 'movie', 'inch', 'french', 'meal']","['excellent', 'service', 'great', 'cabin', 'configuration', 'give', 'somewhat', 'first', 'class', 'feel']",Wednesday,1,2020,0.0,neutral,POSITIVE,0.9847766160964966
2,180,7,-0.1238683127572016,-0.25,0.489917695473251,0.4,"['advise', 'anyone', 'child', 'within', 'age', 'family', 'sit', 'behind', 'man', 'french', 'woman', 'son', 'settle', 'man', 'decide', 'matter', 'touch', 'son', 'attempt', 'quiet', 'attendant', 'person', 'man', 'french', 'woman', 'needless', 'family', 'english', 'account', 'french', 'attendant', 'family', 'behind', 'warn', 'anyone', 'child']","['do', 'not', 'use', 'travel', 'small', 'child']",Friday,12,2019,-0.0772,negative,NEGATIVE,0.9762816429138184
3,61,14,0.0535714285714285,-0.078125,0.1678571428571428,0.3825,"['transfer', 'suitcase', 'due', 'transfer', 'arrive', 'always', 'pack', 'booking', 'without']","['lagguge', 'delay', 'due', 'short', 'connection', 'charl', 'due', 'goul', 'airprot']",Thursday,12,2019,0.0,neutral,NEGATIVE,0.9941006302833557
5,22,3,0.8333333333333334,0.0,0.7833333333333333,0.0,['food'],"['trip', 'paris']",Thursday,12,2019,0.0,neutral,POSITIVE,0.9992720484733582
2,135,12,-0.0962962962962963,-0.3166666666666667,0.4638888888888889,0.3,"['land', 'transfer', 'boarding', 'transfer', 'counter', 'refuse', 'boarding', 'least', 'half', 'transfer', 'counter', 'agent', 'demand', 'luggage', 'check', 'board', 'transfer', 'least', 'without', 'luggage', 'word', 'always', 'demand', 'boarding', 'transfer', 'first', 'leg', 'especially']","['air', 'france', 'failure', 'issue', 'boarding', 'pass', 'connect', 'flight', 'cassablanca']",Thursday,12,2019,-0.4939,negative,NEGATIVE,0.9963847398757935
5,54,9,0.1195454545454545,-0.52,0.6404545454545455,0.78,"['usual', 'food', 'breakfast', 'non']","['food', 'poor', 'choice', 'business', 'class']",Thursday,12,2019,0.0,neutral,NEGATIVE,0.9821031093597412
3,64,6,-0.14375,-0.1,0.3833333333333333,0.2333333333333333,"['due', 'emergency', 'last', 'booking', 'booking', 'sell', 'food', 'food', 'boarding', 'chaotic', 'job']","['last', 'minute', 'round', 'trip', 'france']",Thursday,12,2019,-0.7003,negative,NEGATIVE,0.9507878422737122
2,43,4,-0.0333333333333333,-1.0,0.5083333333333333,1.0,"['personnel', 'food', 'first', 'life', 'sleep']","['bad', 'seat', 'food']",Thursday,12,2019,0.0,neutral,NEGATIVE,0.9572676420211792
2,91,5,0.1729166666666666,0.0,0.35,0.0,"['boarding', 'okay', 'movie', 'round', 'drink', 'first', 'quickly', 'meal', 'drink', 'run', 'search', 'drink', 'steward', 'round', 'water', 'drink', 'breakfast', 'last']","['air', 'france', 'ration', 'water']",Thursday,12,2019,0.2263,positive,NEGATIVE,0.8882315754890442
1,202,12,0.0635114885114885,0.0,0.4654595404595404,0.0,"['item', 'collect', 'detail', 'item', 'locate', 'surprised', 'note', 'immediately', 'check', 'staff', 'desk', 'report', 'queue', 'complete', 'desk', 'unhelpful', 'lounge', 'item', 'item', 'locate', 'storage', 'movie', 'phone', 'form', 'date', 'update', 'online', 'headphone', 'frequent', 'past', 'always', 'head', 'phone', 'due', 'anything']","['air', 'france', 'lose', 'property', 'do', 'not', 'bother', 'report', 'go', 'go']",Wednesday,12,2019,0.2263,positive,NEGATIVE,0.9230136871337891
4,18,4,0.29375,0.1,0.5,0.4,"['cost', 'reasonable', 'narrow', 'movie', 'watch']","['space', 'narrow']",Wednesday,12,2019,0.0,neutral,NEGATIVE,0.9886384606361389
1,50,6,0.25,0.0,0.66,0.0,"['mistake', 'something', 'read', 'paper', 'first']","['cdg', 'airport', 'brand', 'ambassador', 'racism']",Wednesday,12,2019,-0.34,negative,NEGATIVE,0.9996768236160278
5,69,3,0.1399999999999999,0.0,0.5900000000000001,0.0,"['via', 'different', 'klm', 'check', 'manager', 'confirm', 'baggage', 'concern', 'klm', 'check', 'staff']","['helpful', 'air', 'crew']",Wednesday,12,2019,0.0,neutral,NEGATIVE,0.9972248077392578
4,157,3,0.0761904761904762,0.175,0.5769047619047619,0.4499999999999999,"['sit', 'comment', 'near', 'restroom', 'emergency', 'exit', 'door', 'restroom', 'bother', 'clean', 'movie', 'load', 'date', 'meal', 'last', 'first', 'second', 'chicken', 'truly', 'chicken', 'water', 'snack', 'cheese', 'section']","['well', 'average']",Wednesday,12,2019,0.1531,positive,NEGATIVE,0.9968345761299133
5,18,2,0.76,0.0,1.0,0.0,"['attendant', 'always', 'smile', 'head', 'rest', 'meal', 'delicious']","['air', 'bear']",Wednesday,12,2019,0.7351,positive,POSITIVE,0.9998086094856262
5,54,6,0.7,0.6499999999999999,0.775,0.8,"['leg', 'food', 'delicious', 'staff', 'print', 'food', 'menu', 'throw', 'away', 'food', 'snack', 'bar', 'juice', 'sandwich']","['good', 'leg', 'space', 'courteous', 'staff']",Wednesday,12,2019,0.5719,positive,POSITIVE,0.9927116632461548
1,198,3,-0.0309523809523809,-1.0,0.6118197278911565,1.0,"['begin', 'advise', 'end', 'long', 'check', 'staff', 'lack', 'communication', 'necessary', 'staff', 'turbulence', 'communication', 'people', 'simply', 'bar', 'drink', 'thus', 'other', 'second', 'drink', 'people', 'stand', 'ice', 'cream', 'chance', 'other', 'staff', 'sister', 'klm', 'cheese']","['bad', 'flight', 'ever']",Wednesday,12,2019,-0.0772,negative,NEGATIVE,0.9987414479255676
4,43,6,0.49375,0.0,0.5625,0.0,"['outbound', 'record', 'attendant', 'smooth', 'carryon', 'check', 'uneventful']","['three', 'flight', 'time']",Wednesday,12,2019,0.0,neutral,NEGATIVE,0.9932083487510681
5,27,2,0.8166666666666668,1.0,0.8666666666666667,1.0,"['board', 'food', 'menu', 'sandwich']","['excellent', 'flight']",Tuesday,12,2019,0.0,neutral,POSITIVE,0.8216080069541931
